time,x,y,z
6.556,-0.02,0.05,-3.39
6.557,-0.03,0.07,-3.40
6.563,-0.04,0.06,-3.41
6.577,-0.03,0.08,-3.43
6.578,-0.04,0.07,-3.42
6.579,-0.02,0.06,-3.44
6.581,-0.03,0.07,-3.45
6.583,-0.03,0.04,-3.45
6.587,-0.02,0.05,-3.46
6.592,-0.03,0.04,-3.46
6.598,-0.02,0.05,-3.45
6.602,-0.02,0.06,-3.46
6.605,-0.03,0.06,-3.46
6.610,-0.03,0.05,-3.45
6.621,-0.03,0.06,-3.45
6.624,-0.02,0.07,-3.46
6.625,-0.02,0.04,-3.45
6.633,-0.02,0.05,-3.46
6.635,-0.04,0.03,-3.46
6.636,-0.02,0.02,-3.46
6.647,-0.03,0.01,-3.46
6.650,-0.04,0.02,-3.46
6.650,-0.03,0.01,-3.46
6.654,-0.03,0.03,-3.46
6.658,-0.05,0.05,-3.46
6.674,-0.05,0.04,-3.46
6.675,-0.05,0.05,-3.46
6.676,-0.04,0.06,-3.46
6.677,-0.04,0.06,-3.44
6.690,-0.02,0.05,-3.45
6.691,-0.03,0.06,-3.46
6.692,-0.03,0.03,-3.45
6.695,-0.01,0.02,-3.44
6.705,-0.04,0.02,-3.44
6.706,-0.04,0.02,-3.43
6.710,-0.02,0.01,-3.43
6.714,-0.04,0.04,-3.43
6.724,-0.02,0.02,-3.43
6.726,-0.02,0.03,-3.41
6.728,-0.02,0.05,-3.40
6.729,-0.03,0.03,-3.38
6.734,-0.03,0.05,-3.39
6.738,-0.04,0.06,-3.39
6.743,-0.04,0.04,-3.38
6.758,-0.03,0.04,-3.37
6.760,-0.01,0.04,-3.35
6.761,-0.02,0.02,-3.35
6.775,-0.01,0.01,-3.36
6.776,-0.02,0.01,-3.34
6.779,-0.02,0.00,-3.34
6.779,-0.01,0.01,-3.32
6.780,-0.01,0.02,-3.32
6.782,-0.03,0.04,-3.32
6.789,-0.01,0.05,-3.31
6.790,-0.02,0.03,-3.31
6.812,0.00,0.04,-3.32
6.815,-0.01,0.04,-3.31
6.815,-0.02,0.04,-3.31
6.816,-0.02,0.02,-3.32
6.817,0.00,0.02,-3.31
6.821,-0.01,0.00,-3.34
6.824,-0.01,0.00,-3.34
6.828,0.00,0.02,-3.36
6.833,0.00,0.02,-3.37
6.836,-0.01,0.01,-3.36
6.839,-0.02,0.04,-3.38
6.844,-0.01,0.02,-3.40
6.856,-0.01,0.04,-3.40
6.859,-0.01,0.04,-3.42
6.861,-0.02,0.02,-3.42
6.862,-0.03,0.02,-3.42
6.880,-0.01,0.03,-3.42
6.881,-0.02,0.03,-3.43
6.882,-0.00,0.04,-3.43
6.883,0.00,0.02,-3.43
6.884,-0.02,0.03,-3.43
6.889,-0.01,0.02,-3.44
6.894,-0.00,0.00,-3.44
6.900,-0.02,0.02,-3.43
6.901,-0.02,0.02,-3.44
6.906,-0.02,0.04,-3.44
6.911,-0.02,0.04,-3.44
6.924,-0.04,0.05,-3.42
6.927,-0.01,0.03,-3.43
6.928,-0.02,0.04,-3.44
6.929,-0.02,0.01,-3.42
6.942,-0.03,0.03,-3.42
6.943,-0.02,0.02,-3.41
6.947,-0.02,0.03,-3.41
6.948,-0.01,0.03,-3.40
6.966,-0.02,0.02,-3.39
6.975,-0.04,0.03,-3.38
6.977,-0.01,0.06,-3.37
6.978,-0.02,0.04,-3.36
6.979,-0.02,0.04,-3.37
6.979,-0.01,0.03,-3.36
6.980,-0.03,0.02,-3.35
6.986,-0.05,0.04,-3.34
6.987,-0.04,0.03,-3.33
6.990,-0.03,0.04,-3.32
6.994,-0.02,0.05,-3.32
7.000,-0.04,0.03,-3.33
7.002,-0.04,0.02,-3.33
7.007,-0.02,0.03,-3.32
7.012,-0.02,0.05,-3.31
7.027,-0.05,0.03,-3.32
7.030,-0.04,0.03,-3.31
7.031,-0.03,0.01,-3.31
7.032,-0.03,0.03,-3.31
7.039,-0.04,0.01,-3.33
7.040,-0.04,0.03,-3.33
7.043,-0.04,0.02,-3.32
7.048,-0.02,0.02,-3.33
7.089,-0.02,0.01,-3.35
7.091,-0.02,0.03,-3.36
7.092,-0.04,0.02,-3.37
7.093,-0.02,0.02,-3.38
7.116,-0.03,0.03,-3.40
7.124,-0.03,0.04,-3.39
7.126,-0.02,0.04,-3.41
7.127,-0.04,0.04,-3.41
7.130,-0.01,0.03,-3.41
7.133,-0.02,0.03,-3.43
7.141,-0.04,0.03,-3.44
7.142,-0.03,0.02,-3.44
7.142,-0.03,0.02,-3.45
7.144,-0.02,0.02,-3.45
7.145,-0.03,0.02,-3.46
7.146,-0.03,0.02,-3.48
7.147,-0.01,0.03,-3.48
7.147,-0.02,0.03,-3.51
7.149,-0.02,0.04,-3.50
7.150,-0.02,0.04,-3.53
7.151,-0.04,0.04,-3.54
7.151,-0.03,0.04,-3.56
7.153,-0.05,0.04,-3.58
7.154,-0.03,0.04,-3.57
7.169,-0.04,0.02,-3.59
7.169,-0.02,0.04,-3.59
7.170,-0.01,0.02,-3.61
7.172,-0.03,0.02,-3.61
7.175,-0.02,0.03,-3.63
7.182,-0.04,0.03,-3.62
7.203,-0.02,0.03,-3.60
7.207,-0.04,0.03,-3.63
7.208,-0.02,0.02,-3.64
7.210,-0.04,0.02,-3.63
7.210,-0.03,0.03,-3.60
7.214,-0.03,0.03,-3.60
7.215,-0.04,0.02,-3.61
7.218,-0.03,0.01,-3.58
7.220,-0.04,0.03,-3.58
7.242,-0.03,0.02,-3.56
7.244,-0.04,0.03,-3.55
7.252,-0.02,0.03,-3.54
7.253,-0.02,0.04,-3.52
7.253,-0.02,0.03,-3.50
7.254,-0.02,0.04,-3.49
7.255,-0.03,0.02,-3.45
7.256,-0.01,0.04,-3.43
7.276,-0.05,0.04,-3.42
7.277,-0.03,0.04,-3.40
7.278,-0.03,0.04,-3.37
7.278,-0.04,0.03,-3.35
7.286,-0.04,0.05,-3.34
7.286,-0.02,0.02,-3.32
7.287,-0.01,0.03,-3.30
7.294,-0.03,0.04,-3.29
7.295,-0.02,0.04,-3.30
7.323,-0.04,0.02,-3.28
7.325,-0.01,0.05,-3.28
7.326,-0.04,0.03,-3.27
7.327,-0.03,0.05,-3.27
7.328,-0.03,0.04,-3.27
7.329,-0.03,0.03,-3.27
7.332,-0.02,0.03,-3.29
7.332,-0.01,0.03,-3.29
7.336,-0.02,0.03,-3.28
7.341,-0.02,0.01,-3.29
7.344,-0.02,0.04,-3.32
7.348,-0.02,0.06,-3.32
7.368,-0.01,0.02,-3.32
7.369,-0.01,0.04,-3.33
7.370,-0.01,0.04,-3.35
7.371,-0.02,0.03,-3.34
7.372,-0.02,0.03,-3.36
7.373,-0.03,0.02,-3.36
7.379,-0.01,0.03,-3.36
7.383,-0.03,0.01,-3.38
7.391,-0.04,0.02,-3.39
7.392,-0.02,0.03,-3.39
7.398,-0.01,0.02,-3.39
7.400,0.01,0.03,-3.42
7.430,-0.02,0.05,-3.40
7.434,-0.02,0.04,-3.40
7.435,-0.02,0.04,-3.42
7.436,-0.01,0.02,-3.43
7.437,-0.03,0.03,-3.42
7.438,-0.02,0.03,-3.43
7.438,-0.03,0.04,-3.43
7.439,-0.01,0.03,-3.43
7.440,-0.03,0.03,-3.43
7.445,-0.03,0.03,-3.43
7.450,-0.01,0.04,-3.44
7.463,-0.01,0.04,-3.44
7.464,-0.01,0.04,-3.43
7.465,-0.02,0.05,-3.44
7.468,-0.03,0.04,-3.44
7.477,-0.01,0.05,-3.43
7.478,-0.01,0.03,-3.44
7.480,-0.04,0.03,-3.44
7.495,-0.03,0.03,-3.43
7.496,-0.01,0.04,-3.43
7.498,-0.04,0.03,-3.43
7.502,-0.03,0.05,-3.43
7.502,-0.01,0.02,-3.42
7.515,-0.03,0.04,-3.42
7.522,-0.03,0.03,-3.40
7.523,-0.01,0.04,-3.41
7.524,-0.03,0.04,-3.40
7.525,-0.05,0.02,-3.41
7.530,-0.03,0.03,-3.41
7.534,-0.04,0.03,-3.40
7.552,-0.03,0.04,-3.40
7.557,-0.04,0.04,-3.40
7.558,-0.02,0.04,-3.39
7.559,-0.04,0.06,-3.39
7.560,-0.03,0.05,-3.40
7.561,-0.03,0.03,-3.39
7.565,-0.04,0.05,-3.39
7.576,-0.04,0.05,-3.39
7.577,-0.04,0.06,-3.39
7.578,-0.03,0.04,-3.40
7.583,-0.01,0.04,-3.39
7.592,0.00,0.03,-3.39
7.593,-0.03,0.06,-3.39
7.596,-0.04,0.04,-3.38
7.602,-0.03,0.05,-3.38
7.612,-0.04,0.05,-3.39
7.613,-0.04,0.04,-3.39
7.614,-0.03,0.05,-3.41
7.622,-0.04,0.03,-3.39
7.623,-0.04,0.07,-3.40
7.627,-0.02,0.05,-3.41
7.631,-0.01,0.01,-3.39
7.636,-0.02,0.04,-3.41
7.646,-0.03,0.04,-3.40
7.647,-0.02,0.03,-3.41
7.650,-0.03,0.04,-3.41
7.655,-0.03,0.03,-3.41
7.668,-0.03,0.03,-3.42
7.670,-0.03,0.03,-3.41
7.671,-0.03,0.03,-3.41
7.671,-0.04,0.03,-3.43
7.676,-0.03,0.04,-3.42
7.680,-0.03,0.03,-3.42
7.685,-0.01,0.03,-3.42
7.696,-0.03,0.04,-3.43
7.697,-0.00,0.02,-3.42
7.698,-0.03,0.05,-3.44
7.702,-0.03,0.06,-3.45
7.706,-0.01,0.04,-3.44
7.711,-0.02,0.02,-3.42
7.715,-0.03,0.04,-3.45
7.719,-0.02,0.04,-3.44
7.727,-0.01,0.01,-3.44
7.728,-0.02,0.04,-3.44
7.736,-0.02,0.04,-3.44
7.738,-0.04,0.04,-3.45
7.752,-0.02,0.05,-3.44
7.753,-0.01,0.04,-3.44
7.755,-0.03,0.05,-3.44
7.757,-0.04,0.05,-3.46
7.759,-0.03,0.04,-3.44
7.769,-0.02,0.03,-3.44
7.769,-0.03,0.03,-3.44
7.774,-0.01,0.05,-3.44
7.777,-0.01,0.04,-3.45
7.781,-0.03,0.06,-3.43
7.801,-0.02,0.05,-3.43
7.803,-0.01,0.05,-3.43
7.804,-0.01,0.05,-3.42
7.804,-0.01,0.04,-3.44
7.805,-0.02,0.06,-3.43
7.818,-0.01,0.04,-3.42
7.819,-0.02,0.03,-3.42
7.821,-0.01,0.04,-3.42
7.822,0.01,0.02,-3.42
7.839,-0.01,0.02,-3.42
7.841,-0.00,0.03,-3.42
7.842,-0.03,0.04,-3.43
7.843,0.00,0.06,-3.42
7.844,-0.01,0.06,-3.41
7.847,-0.02,0.05,-3.43
7.852,0.00,0.07,-3.41
7.858,-0.02,0.07,-3.41
7.861,-0.01,0.03,-3.41
7.865,-0.01,0.04,-3.41
7.870,0.02,0.01,-3.40
7.874,-0.00,0.05,-3.40
7.887,-0.01,0.03,-3.38
7.888,-0.01,0.04,-3.39
7.889,-0.01,0.03,-3.39
7.892,0.00,0.05,-3.38
7.896,-0.02,0.05,-3.38
7.900,-0.01,0.06,-3.36
7.911,-0.01,0.06,-3.37
7.911,-0.01,0.06,-3.36
7.913,-0.01,0.07,-3.37
7.919,0.01,0.06,-3.35
7.925,0.00,0.04,-3.36
7.929,0.00,0.05,-3.35
7.931,0.00,0.02,-3.34
7.935,0.02,0.03,-3.34
7.954,-0.01,0.01,-3.35
7.956,-0.01,0.03,-3.35
7.957,0.00,0.04,-3.35
7.974,-0.01,0.03,-3.35
7.975,0.00,0.05,-3.34
7.976,-0.00,0.06,-3.35
7.979,-0.01,0.07,-3.35
7.980,0.01,0.06,-3.33
7.982,-0.00,0.05,-3.34
7.984,-0.01,0.04,-3.34
7.986,-0.01,0.03,-3.34
7.989,-0.01,0.01,-3.34
7.994,-0.00,0.02,-3.34
7.998,0.00,0.02,-3.34
8.002,-0.01,0.02,-3.33
8.018,0.00,0.03,-3.34
8.019,0.03,0.03,-3.33
8.019,-0.00,0.05,-3.33
8.021,0.02,0.04,-3.32
8.038,0.01,0.03,-3.33
8.039,0.00,0.05,-3.32
8.040,0.01,0.04,-3.34
8.041,-0.01,0.04,-3.32
8.042,0.01,0.03,-3.33
8.048,0.02,0.02,-3.34
8.051,-0.01,0.02,-3.34
8.056,-0.00,0.04,-3.34
8.061,0.01,0.02,-3.33
8.065,-0.00,0.03,-3.34
8.070,-0.01,0.03,-3.32
8.075,0.01,0.06,-3.33
8.077,0.00,0.03,-3.35
8.081,0.00,0.02,-3.33
8.087,-0.00,0.05,-3.34
8.101,0.02,0.05,-3.34
8.102,0.01,0.05,-3.34
8.102,0.02,0.04,-3.35
8.104,0.01,0.04,-3.34
8.114,0.00,0.05,-3.34
8.115,-0.00,0.03,-3.34
8.117,0.00,0.02,-3.33
8.123,0.02,0.03,-3.33
8.138,0.03,-0.00,-3.33
8.140,-0.00,0.03,-3.34
8.141,0.00,0.04,-3.34
8.141,0.00,0.04,-3.33
8.153,0.01,0.03,-3.34
8.154,-0.00,0.01,-3.34
8.157,0.02,0.01,-3.35
8.159,0.01,0.03,-3.34
8.161,0.01,0.03,-3.35
8.165,0.01,0.03,-3.35
8.170,0.01,0.03,-3.34
8.175,0.01,0.03,-3.36
8.178,0.00,0.04,-3.35
8.183,0.01,0.03,-3.34
8.188,0.01,0.04,-3.36
8.203,0.01,0.04,-3.36
8.204,0.01,0.02,-3.34
8.205,0.02,0.03,-3.37
8.206,0.00,0.03,-3.37
8.216,0.01,0.03,-3.38
8.217,0.01,0.04,-3.36
8.218,0.01,0.03,-3.38
8.223,0.01,0.03,-3.38
8.242,0.02,0.02,-3.39
8.243,0.02,0.01,-3.40
8.243,0.01,0.03,-3.40
8.244,0.01,0.02,-3.42
8.246,0.01,0.03,-3.41
8.249,0.01,0.01,-3.42
8.254,0.00,0.03,-3.43
8.262,0.01,0.02,-3.44
8.265,-0.01,0.02,-3.42
8.267,0.01,0.04,-3.43
8.272,-0.00,0.01,-3.44
8.276,-0.00,0.00,-3.44
8.282,-0.00,0.02,-3.44
8.285,-0.01,0.04,-3.44
8.289,0.01,0.03,-3.44
8.304,0.01,0.04,-3.45
8.305,0.00,0.04,-3.45
8.306,0.00,0.03,-3.47
8.307,0.01,0.05,-3.46
8.317,-0.00,0.04,-3.45
8.318,-0.01,0.04,-3.46
8.320,-0.00,0.04,-3.46
8.336,0.02,0.02,-3.47
8.337,0.00,0.02,-3.48
8.338,0.00,0.03,-3.48
8.339,0.02,0.03,-3.48
8.355,0.01,0.02,-3.48
8.357,-0.00,0.02,-3.50
8.358,0.00,0.01,-3.50
8.359,0.01,0.01,-3.51
8.365,-0.01,0.02,-3.51
8.367,0.01,0.02,-3.52
8.369,0.03,0.02,-3.54
8.373,0.01,0.02,-3.54
8.384,0.02,0.01,-3.55
8.386,0.01,0.02,-3.56
8.391,0.01,0.01,-3.56
8.406,0.01,0.02,-3.59
8.413,0.01,0.04,-3.57
8.413,-0.00,0.03,-3.58
8.415,0.01,0.02,-3.57
8.415,0.00,0.04,-3.58
8.416,0.01,0.04,-3.58
8.420,0.02,0.04,-3.59
8.424,0.00,0.04,-3.58
8.441,0.00,0.04,-3.55
8.442,0.02,0.05,-3.57
8.442,0.00,0.06,-3.58
8.444,0.00,0.06,-3.55
8.444,-0.00,0.08,-3.55
8.448,0.00,0.04,-3.58
8.452,-0.02,0.02,-3.56
8.458,-0.01,0.03,-3.55
8.462,-0.02,0.03,-3.54
8.467,-0.01,0.02,-3.53
8.470,0.01,0.04,-3.53
8.478,-0.00,0.02,-3.52
8.481,-0.00,0.04,-3.53
8.484,0.01,0.06,-3.52
8.489,0.00,0.04,-3.51
8.504,0.01,0.03,-3.52
8.505,-0.01,0.04,-3.52
8.506,0.01,0.04,-3.50
8.507,-0.01,0.04,-3.50
8.520,-0.00,0.03,-3.50
8.523,0.00,0.03,-3.49
8.524,0.00,0.03,-3.50
8.540,0.01,0.03,-3.49
8.541,0.02,0.04,-3.49
8.542,0.01,0.03,-3.49
8.543,-0.00,0.03,-3.50
8.544,0.02,0.01,-3.49
8.555,0.02,0.02,-3.49
8.558,0.01,0.02,-3.50
8.558,0.01,0.03,-3.49
8.567,0.03,0.04,-3.49
8.568,0.02,0.03,-3.49
8.570,0.02,0.02,-3.47
8.575,0.04,0.02,-3.48
8.577,0.04,0.00,-3.46
8.594,0.03,0.02,-3.46
8.596,0.03,0.00,-3.45
8.597,0.02,0.00,-3.43
8.597,0.03,0.02,-3.44
8.599,0.03,0.01,-3.42
8.603,0.03,-0.00,-3.41
8.608,0.03,0.01,-3.40
8.613,0.02,0.00,-3.38
8.617,0.02,0.01,-3.37
8.621,0.03,-0.01,-3.36
8.625,0.01,0.01,-3.33
8.631,0.02,-0.01,-3.33
8.635,0.03,0.01,-3.32
8.639,0.03,0.01,-3.31
8.660,0.01,0.01,-3.28
8.661,0.03,-0.01,-3.28
8.662,0.02,0.01,-3.28
8.663,0.01,0.01,-3.25
8.663,0.02,0.00,-3.24
8.665,0.03,-0.00,-3.23
8.671,0.00,0.00,-3.23
8.675,0.02,-0.01,-3.22
8.680,0.01,-0.00,-3.20
8.683,0.02,-0.01,-3.21
8.688,0.01,-0.01,-3.19
8.703,0.01,0.01,-3.18
8.705,0.02,-0.00,-3.18
8.707,0.03,-0.01,-3.19
8.708,0.02,0.01,-3.18
8.709,0.01,0.01,-3.17
8.725,0.02,-0.00,-3.17
8.726,0.01,-0.01,-3.18
8.727,0.01,-0.01,-3.17
8.728,0.02,-0.02,-3.18
8.738,0.01,0.01,-3.17
8.739,0.02,-0.00,-3.19
8.742,0.02,0.01,-3.19
8.761,0.02,0.00,-3.19
8.762,0.02,0.01,-3.18
8.763,0.00,0.00,-3.19
8.764,0.00,0.00,-3.20
8.764,0.01,0.01,-3.20
8.767,0.01,-0.01,-3.22
8.772,0.01,0.01,-3.22
8.781,0.00,-0.01,-3.22
8.781,0.01,0.00,-3.22
8.786,-0.01,0.00,-3.24
8.789,-0.01,0.00,-3.24
8.802,-0.03,-0.02,-3.24
8.803,0.02,0.02,-3.26
8.807,0.01,0.01,-3.25
8.809,-0.01,-0.00,-3.26
8.827,-0.01,0.00,-3.26
8.829,0.00,-0.00,-3.27
8.829,0.00,-0.00,-3.27
8.830,0.00,0.01,-3.27
8.831,0.01,0.00,-3.29
8.833,-0.01,0.00,-3.28
8.838,-0.01,-0.01,-3.28
8.842,0.00,-0.00,-3.29
8.854,0.01,-0.01,-3.28
8.855,0.00,0.01,-3.31
8.857,0.01,0.03,-3.29
8.861,0.01,0.00,-3.29
8.878,0.00,0.01,-3.31
8.881,-0.00,0.01,-3.29
8.882,0.00,0.02,-3.29
8.883,-0.02,0.01,-3.28
8.884,0.02,0.02,-3.30
8.886,0.01,-0.00,-3.31
8.891,-0.02,0.03,-3.30
8.904,0.02,0.03,-3.30
8.906,-0.01,0.00,-3.29
8.909,-0.00,0.02,-3.29
8.910,-0.01,0.01,-3.29
8.917,0.01,0.01,-3.28
8.921,0.01,-0.00,-3.28
8.922,0.00,-0.00,-3.28
8.936,0.01,0.00,-3.27
8.939,0.01,0.01,-3.28
8.940,0.01,0.01,-3.27
8.940,0.01,0.00,-3.26
8.944,0.01,0.01,-3.25
8.954,0.02,0.01,-3.24
8.955,0.03,0.01,-3.24
8.958,-0.01,0.02,-3.24
8.966,0.01,0.01,-3.23
8.967,0.01,0.01,-3.23
8.981,0.01,-0.01,-3.22
8.984,0.02,0.01,-3.21
8.984,0.00,0.00,-3.21
8.985,0.01,0.00,-3.21
8.988,0.00,0.00,-3.20
8.995,0.01,0.02,-3.21
9.012,0.00,0.00,-3.19
9.014,0.02,-0.02,-3.19
9.014,0.00,0.03,-3.20
9.018,-0.02,0.01,-3.18
9.019,-0.01,0.01,-3.19
9.020,0.02,0.00,-3.18
9.024,-0.00,0.00,-3.19
9.028,0.01,0.01,-3.18
9.042,0.03,0.02,-3.18
9.043,0.00,0.00,-3.17
9.043,0.01,0.01,-3.17
9.045,-0.00,-0.00,-3.17
9.056,-0.00,0.00,-3.18
9.059,0.01,-0.01,-3.17
9.068,0.00,-0.00,-3.17
9.069,0.01,0.00,-3.17
9.069,-0.01,0.01,-3.16
9.072,0.00,-0.01,-3.18
9.087,-0.01,0.02,-3.16
9.090,0.01,0.02,-3.17
9.091,-0.00,0.02,-3.14
9.091,0.00,0.04,-3.15
9.094,-0.00,0.01,-3.15
9.106,-0.01,0.01,-3.14
9.107,0.00,0.02,-3.14
9.108,0.00,-0.00,-3.14
9.113,0.00,-0.01,-3.14
9.116,-0.01,0.01,-3.14
9.153,0.02,0.02,-3.14
9.163,-0.01,0.02,-3.12
9.166,0.00,-0.00,-3.12
9.167,-0.01,0.01,-3.13
9.168,0.01,0.04,-3.12
9.170,-0.01,0.02,-3.12
9.171,-0.00,0.02,-3.11
9.171,0.00,0.01,-3.11
9.173,0.01,0.02,-3.11
9.173,0.01,-0.01,-3.12
9.174,0.01,-0.00,-3.11
9.175,-0.01,0.00,-3.10
9.176,0.01,-0.01,-3.11
9.179,0.01,0.00,-3.11
9.191,0.00,0.01,-3.11
9.195,0.01,-0.00,-3.12
9.197,0.00,0.03,-3.11
9.198,-0.00,0.02,-3.14
9.231,0.01,0.01,-3.13
9.232,0.01,-0.01,-3.14
9.233,0.01,0.01,-3.14
9.235,0.00,-0.00,-3.15
9.237,0.00,-0.00,-3.15
9.237,0.01,0.00,-3.17
9.238,0.00,0.00,-3.16
9.239,0.00,0.02,-3.16
9.240,0.00,0.00,-3.18
9.240,0.00,0.01,-3.18
9.244,-0.00,0.01,-3.19
9.250,0.00,0.02,-3.20
9.254,0.02,0.01,-3.21
9.258,0.02,-0.00,-3.22
9.263,0.00,0.01,-3.22
9.266,-0.00,0.03,-3.23
9.272,0.00,0.01,-3.23
9.275,0.00,0.01,-3.25
9.282,-0.00,0.02,-3.26
9.302,-0.01,0.04,-3.29
9.304,0.00,0.01,-3.29
9.305,-0.01,0.03,-3.31
9.306,-0.01,0.01,-3.33
9.308,-0.01,0.01,-3.37
9.310,0.00,0.02,-3.38
9.311,-0.01,0.02,-3.41
9.316,-0.01,-0.01,-3.44
9.320,-0.01,0.04,-3.46
9.325,0.00,0.02,-3.50
9.331,-0.00,0.03,-3.54
9.334,-0.01,0.05,-3.59
9.351,-0.02,0.04,-3.61
9.352,0.01,0.03,-3.65
9.353,-0.04,0.03,-3.70
9.354,0.00,0.04,-3.73
9.355,0.01,0.04,-3.78
9.360,-0.02,0.04,-3.81
9.364,0.00,0.04,-3.85
9.373,-0.01,0.04,-3.87
9.375,-0.01,0.04,-3.91
9.379,-0.01,0.04,-3.94
9.399,-0.01,0.02,-3.98
9.401,-0.02,0.04,-3.98
9.403,0.02,0.03,-4.01
9.406,-0.02,-0.01,-4.03
9.407,0.00,0.01,-4.07
9.409,0.00,0.01,-4.11
9.410,0.01,0.03,-4.15
9.414,-0.01,0.03,-4.19
9.418,-0.01,0.04,-4.21
9.424,-0.02,0.03,-4.25
9.426,-0.01,0.03,-4.31
9.431,0.01,0.03,-4.33
9.446,0.02,0.01,-4.38
9.447,0.00,-0.01,-4.39
9.470,0.01,-0.02,-4.43
9.471,0.01,-0.02,-4.44
9.472,0.00,-0.01,-4.45
9.473,0.01,0.01,-4.49
9.474,0.00,0.02,-4.52
9.475,0.01,0.03,-4.53
9.476,0.01,0.03,-4.56
9.477,0.01,0.01,-4.57
9.482,-0.00,0.03,-4.60
9.497,0.01,0.01,-4.62
9.498,0.01,0.02,-4.64
9.502,0.01,-0.00,-4.67
9.505,0.01,-0.02,-4.68
9.508,0.01,-0.02,-4.70
9.509,0.02,0.01,-4.73
9.510,0.01,-0.01,-4.73
9.520,0.02,0.01,-4.74
9.522,0.01,0.02,-4.75
9.523,0.02,0.02,-4.76
9.527,0.03,0.01,-4.77
9.532,0.02,0.01,-4.77
9.551,-0.00,-0.01,-4.78
9.552,0.01,0.01,-4.76
9.553,0.04,-0.01,-4.78
9.553,0.02,-0.02,-4.79
9.555,0.01,-0.02,-4.76
9.560,0.01,-0.02,-4.76
9.561,0.01,-0.01,-4.76
9.570,0.03,-0.02,-4.75
9.576,0.03,0.01,-4.73
9.576,0.02,-0.01,-4.72
9.581,0.00,0.00,-4.71
9.596,0.01,-0.01,-4.70
9.598,0.03,-0.01,-4.69
9.599,0.00,0.00,-4.67
9.599,0.01,-0.00,-4.66
9.614,0.01,-0.01,-4.66
9.617,0.01,-0.01,-4.63
9.618,0.01,0.01,-4.61
9.619,0.02,-0.01,-4.61
9.620,-0.00,0.01,-4.58
9.639,-0.01,0.01,-4.60
9.641,-0.01,-0.00,-4.58
9.642,0.03,-0.02,-4.57
9.643,0.02,0.00,-4.56
9.645,0.01,-0.02,-4.56
9.646,0.00,-0.01,-4.55
9.652,0.02,-0.01,-4.54
9.655,-0.00,0.01,-4.53
9.660,-0.00,0.04,-4.53
9.664,0.04,0.04,-4.52
9.677,0.01,0.03,-4.52
9.679,0.01,0.04,-4.52
9.681,0.03,0.05,-4.50
9.682,0.01,0.03,-4.50
9.702,0.00,0.03,-4.52
9.703,0.02,0.02,-4.51
9.704,0.02,0.01,-4.49
9.705,0.00,-0.00,-4.49
9.706,0.03,-0.02,-4.49
9.708,0.02,-0.03,-4.50
9.714,0.03,-0.03,-4.50
9.717,0.00,-0.03,-4.50
9.723,0.04,-0.03,-4.51
9.734,0.02,-0.01,-4.50
9.735,0.03,0.00,-4.52
9.739,0.03,0.02,-4.52
9.741,0.01,0.03,-4.54
9.743,0.03,0.01,-4.55
9.751,0.00,-0.01,-4.56
9.758,0.02,0.01,-4.57
9.759,0.01,-0.02,-4.59
9.761,0.02,-0.02,-4.60
9.782,0.01,-0.04,-4.60
9.784,0.02,-0.02,-4.63
9.785,0.01,-0.01,-4.64
9.785,0.02,0.02,-4.64
9.786,0.00,0.00,-4.65
9.798,0.02,0.02,-4.66
9.799,0.01,0.02,-4.67
9.800,0.02,0.03,-4.68
9.801,0.00,0.04,-4.69
9.812,0.02,0.03,-4.71
9.817,0.03,0.01,-4.72
9.821,-0.00,-0.01,-4.72
9.822,0.02,-0.01,-4.73
9.838,0.01,-0.01,-4.73
9.840,0.00,-0.01,-4.75
9.841,0.01,0.01,-4.76
9.842,0.00,0.00,-4.77
9.843,0.01,-0.01,-4.79
9.845,0.01,0.02,-4.79
9.851,-0.01,0.03,-4.81
9.857,-0.00,0.02,-4.82
9.858,-0.02,0.04,-4.83
9.863,0.02,0.02,-4.83
9.868,0.00,0.01,-4.83
